meter_no,date,weekday,time,demand_kW,period
07281937401,2024-01-01,0,00:00,19860.2,Off_Peak
07281937401,2024-01-01,0,00:15,18865.79,Off_Peak
07281937401,2024-01-01,0,00:30,18666.05,Off_Peak
07281937401,2024-01-01,0,00:45,17670.4,Off_Peak
07281937401,2024-01-01,0,01:00,17922.54,Off_Peak
07281937401,2024-01-01,0,01:15,17265.38,Off_Peak
07281937401,2024-01-01,0,01:30,18512.62,Off_Peak
07281937401,2024-01-01,0,01:45,18491.56,Off_Peak
07281937401,2024-01-01,0,02:00,18644.42,Off_Peak
07281937401,2024-01-01,0,02:15,19852.79,Off_Peak
07281937401,2024-01-01,0,02:30,19533.86,Off_Peak
07281937401,2024-01-01,0,02:45,18448.12,Off_Peak
07281937401,2024-01-01,0,03:00,18276.76,Off_Peak
07281937401,2024-01-01,0,03:15,17835.11,Off_Peak
07281937401,2024-01-01,0,03:30,17226.89,Off_Peak
07281937401,2024-01-01,0,03:45,18230.14,Off_Peak
07281937401,2024-01-01,0,04:00,18333.49,Off_Peak
07281937401,2024-01-01,0,04:15,18780.94,Off_Peak
07281937401,2024-01-01,0,04:30,18816.39,Off_Peak
07281937401,2024-01-01,0,04:45,18476.08,Off_Peak
07281937401,2024-01-01,0,05:00,17929.83,Off_Peak
07281937401,2024-01-01,0,05:15,18713.24,Off_Peak
07281937401,2024-01-01,0,05:30,18988.59,Off_Peak
07281937401,2024-01-01,0,05:45,19130.94,Off_Peak
07281937401,2024-01-01,0,06:00,20929.62,Half_Peak
07281937401,2024-01-01,0,06:15,21276.03,Half_Peak
07281937401,2024-01-01,0,06:30,20284.84,Half_Peak
07281937401,2024-01-01,0,06:45,20074.82,Half_Peak
07281937401,2024-01-01,0,07:00,20205.17,Half_Peak
07281937401,2024-01-01,0,07:15,21159.14,Half_Peak
07281937401,2024-01-01,0,07:30,21279.39,Half_Peak
07281937401,2024-01-01,0,07:45,21078.73,Half_Peak
07281937401,2024-01-01,0,08:00,21665.0,Half_Peak
07281937401,2024-01-01,0,08:15,21637.77,Half_Peak
07281937401,2024-01-01,0,08:30,21000.63,Half_Peak
07281937401,2024-01-01,0,08:45,21159.4,Half_Peak
07281937401,2024-01-01,0,09:00,21824.37,Half_Peak
07281937401,2024-01-01,0,09:15,21446.73,Half_Peak
07281937401,2024-01-01,0,09:30,22294.64,Half_Peak
07281937401,2024-01-01,0,09:45,22122.37,Half_Peak
07281937401,2024-01-01,0,10:00,21572.45,Half_Peak
07281937401,2024-01-01,0,10:15,21117.71,Half_Peak
07281937401,2024-01-01,0,10:30,20918.22,Half_Peak
07281937401,2024-01-01,0,10:45,20471.67,Half_Peak
07281937401,2024-01-01,0,11:00,18472.68,Off_Peak
07281937401,2024-01-01,0,11:15,18247.83,Off_Peak
07281937401,2024-01-01,0,11:30,18727.11,Off_Peak
07281937401,2024-01-01,0,11:45,18544.64,Off_Peak
07281937401,2024-01-01,0,12:00,17790.44,Off_Peak
07281937401,2024-01-01,0,12:15,17584.41,Off_Peak
07281937401,2024-01-01,0,12:30,17594.41,Off_Peak
07281937401,2024-01-01,0,12:45,18298.72,Off_Peak
07281937401,2024-01-01,0,13:00,18515.97,Off_Peak
07281937401,2024-01-01,0,13:15,18596.58,Off_Peak
07281937401,2024-01-01,0,13:30,18327.09,Off_Peak
07281937401,2024-01-01,0,13:45,19098.85,Off_Peak
07281937401,2024-01-01,0,14:00,20767.89,Half_Peak
07281937401,2024-01-01,0,14:15,20421.37,Half_Peak
07281937401,2024-01-01,0,14:30,21105.42,Half_Peak
07281937401,2024-01-01,0,14:45,21255.9,Half_Peak
07281937401,2024-01-01,0,15:00,21096.15,Half_Peak
07281937401,2024-01-01,0,15:15,20147.15,Half_Peak
07281937401,2024-01-01,0,15:30,20898.5,Half_Peak
