meter_no,date,weekday,time,demand_kW,period
07281937401,2024-02-01,3,00:00,20589.71,Off_Peak
07281937401,2024-02-01,3,00:15,19734.34,Off_Peak
07281937401,2024-02-01,3,00:30,19866.16,Off_Peak
07281937401,2024-02-01,3,00:45,20260.36,Off_Peak
07281937401,2024-02-01,3,01:00,20329.54,Off_Peak
07281937401,2024-02-01,3,01:15,19770.69,Off_Peak
07281937401,2024-02-01,3,01:30,20660.17,Off_Peak
07281937401,2024-02-01,3,01:45,21187.29,Off_Peak
07281937401,2024-02-01,3,02:00,21560.6,Off_Peak
07281937401,2024-02-01,3,02:15,20327.85,Off_Peak
07281937401,2024-02-01,3,02:30,20615.2,Off_Peak
07281937401,2024-02-01,3,02:45,19759.01,Off_Peak
07281937401,2024-02-01,3,03:00,18967.37,Off_Peak
07281937401,2024-02-01,3,03:15,19436.84,Off_Peak
07281937401,2024-02-01,3,03:30,20704.24,Off_Peak
07281937401,2024-02-01,3,03:45,20098.95,Off_Peak
07281937401,2024-02-01,3,04:00,20146.83,Off_Peak
07281937401,2024-02-01,3,04:15,20976.67,Off_Peak
07281937401,2024-02-01,3,04:30,19627.06,Off_Peak
07281937401,2024-02-01,3,04:45,18531.16,Off_Peak
07281937401,2024-02-01,3,05:00,19154.75,Off_Peak
07281937401,2024-02-01,3,05:15,19741.45,Off_Peak
07281937401,2024-02-01,3,05:30,18505.65,Off_Peak
07281937401,2024-02-01,3,05:45,18846.52,Off_Peak
07281937401,2024-02-01,3,06:00,17021.23,Half_Peak
07281937401,2024-02-01,3,06:15,16684.83,Half_Peak
07281937401,2024-02-01,3,06:30,16253.09,Half_Peak
07281937401,2024-02-01,3,06:45,17171.86,Half_Peak
07281937401,2024-02-01,3,07:00,17702.59,Half_Peak
07281937401,2024-02-01,3,07:15,17914.46,Half_Peak
07281937401,2024-02-01,3,07:30,18753.12,Half_Peak
07281937401,2024-02-01,3,07:45,18860.17,Half_Peak
07281937401,2024-02-01,3,08:00,18060.72,Half_Peak
07281937401,2024-02-01,3,08:15,18118.89,Half_Peak
07281937401,2024-02-01,3,08:30,17519.98,Half_Peak
07281937401,2024-02-01,3,08:45,17415.72,Half_Peak
07281937401,2024-02-01,3,09:00,17714.39,Half_Peak
07281937401,2024-02-01,3,09:15,17559.81,Half_Peak
07281937401,2024-02-01,3,09:30,17917.91,Half_Peak
07281937401,2024-02-01,3,09:45,18032.36,Half_Peak
07281937401,2024-02-01,3,10:00,17243.14,Half_Peak
07281937401,2024-02-01,3,10:15,17148.84,Half_Peak
07281937401,2024-02-01,3,10:30,18252.87,Half_Peak
07281937401,2024-02-01,3,10:45,17069.61,Half_Peak
07281937401,2024-02-01,3,11:00,20016.03,Off_Peak
07281937401,2024-02-01,3,11:15,20026.25,Off_Peak
07281937401,2024-02-01,3,11:30,19878.77,Off_Peak
07281937401,2024-02-01,3,11:45,19932.92,Off_Peak
07281937401,2024-02-01,3,12:00,20845.35,Off_Peak
07281937401,2024-02-01,3,12:15,20215.46,Off_Peak
