meter_no,date,weekday,time,demand_kW,period
07281937401,2024-12-01,6,00:00,19239.21,Off_Peak
07281937401,2024-12-01,6,00:15,18144.87,Off_Peak
07281937401,2024-12-01,6,00:30,18694.35,Off_Peak
07281937401,2024-12-01,6,00:45,18293.82,Off_Peak
07281937401,2024-12-01,6,01:00,17833.44,Off_Peak
07281937401,2024-12-01,6,01:15,16976.18,Off_Peak
07281937401,2024-12-01,6,01:30,17956.38,Off_Peak
07281937401,2024-12-01,6,01:45,17193.03,Off_Peak
07281937401,2024-12-01,6,02:00,17493.55,Off_Peak
07281937401,2024-12-01,6,02:15,17182.8,Off_Peak
07281937401,2024-12-01,6,02:30,16845.25,Off_Peak
07281937401,2024-12-01,6,02:45,16510.56,Off_Peak
07281937401,2024-12-01,6,03:00,16153.49,Off_Peak
07281937401,2024-12-01,6,03:15,16842.94,Off_Peak
07281937401,2024-12-01,6,03:30,18225.34,Off_Peak
07281937401,2024-12-01,6,03:45,18789.31,Off_Peak
07281937401,2024-12-01,6,04:00,18706.75,Off_Peak
07281937401,2024-12-01,6,04:15,18955.04,Off_Peak
07281937401,2024-12-01,6,04:30,18629.97,Off_Peak
07281937401,2024-12-01,6,04:45,18155.03,Off_Peak
07281937401,2024-12-01,6,05:00,18988.12,Off_Peak
07281937401,2024-12-01,6,05:15,18371.68,Off_Peak
07281937401,2024-12-01,6,05:30,18439.73,Off_Peak
07281937401,2024-12-01,6,05:45,17748.71,Off_Peak
07281937401,2024-12-01,6,06:00,17005.62,Off_Peak
07281937401,2024-12-01,6,06:15,16562.7,Off_Peak
07281937401,2024-12-01,6,06:30,16852.84,Off_Peak
07281937401,2024-12-01,6,06:45,16824.74,Off_Peak
07281937401,2024-12-01,6,07:00,17320.35,Off_Peak
07281937401,2024-12-01,6,07:15,17658.4,Off_Peak
07281937401,2024-12-01,6,07:30,18077.24,Off_Peak
07281937401,2024-12-01,6,07:45,18267.34,Off_Peak
07281937401,2024-12-01,6,08:00,18495.01,Off_Peak
07281937401,2024-12-01,6,08:15,17848.24,Off_Peak
07281937401,2024-12-01,6,08:30,18479.48,Off_Peak
07281937401,2024-12-01,6,08:45,18147.56,Off_Peak
07281937401,2024-12-01,6,09:00,19007.29,Off_Peak
07281937401,2024-12-01,6,09:15,18643.57,Off_Peak
07281937401,2024-12-01,6,09:30,19422.62,Off_Peak
07281937401,2024-12-01,6,09:45,18609.54,Off_Peak
07281937401,2024-12-01,6,10:00,18606.58,Off_Peak
07281937401,2024-12-01,6,10:15,18678.8,Off_Peak
07281937401,2024-12-01,6,10:30,18601.51,Off_Peak
07281937401,2024-12-01,6,10:45,18926.53,Off_Peak
07281937401,2024-12-01,6,11:00,19456.6,Off_Peak
07281937401,2024-12-01,6,11:15,19518.19,Off_Peak
07281937401,2024-12-01,6,11:30,18591.28,Off_Peak
07281937401,2024-12-01,6,11:45,19401.91,Off_Peak
07281937401,2024-12-01,6,12:00,18828.31,Off_Peak
07281937401,2024-12-01,6,12:15,18946.93,Off_Peak
07281937401,2024-12-01,6,12:30,19026.48,Off_Peak
