meter_no,date,weekday,time,demand_kW,period
07281937401,2024-03-01,4,00:00,16810.69,Off_Peak
07281937401,2024-03-01,4,00:15,16923.04,Off_Peak
07281937401,2024-03-01,4,00:30,16887.1,Off_Peak
07281937401,2024-03-01,4,00:45,16012.71,Off_Peak
07281937401,2024-03-01,4,01:00,16210.45,Off_Peak
07281937401,2024-03-01,4,01:15,16550.92,Off_Peak
07281937401,2024-03-01,4,01:30,16796.84,Off_Peak
07281937401,2024-03-01,4,01:45,16564.04,Off_Peak
07281937401,2024-03-01,4,02:00,17447.2,Off_Peak
07281937401,2024-03-01,4,02:15,17639.61,Off_Peak
07281937401,2024-03-01,4,02:30,17315.46,Off_Peak
07281937401,2024-03-01,4,02:45,17260.68,Off_Peak
07281937401,2024-03-01,4,03:00,17404.11,Off_Peak
07281937401,2024-03-01,4,03:15,17148.46,Off_Peak
07281937401,2024-03-01,4,03:30,17320.19,Off_Peak
07281937401,2024-03-01,4,03:45,17137.71,Off_Peak
07281937401,2024-03-01,4,04:00,16811.98,Off_Peak
07281937401,2024-03-01,4,04:15,17649.44,Off_Peak
07281937401,2024-03-01,4,04:30,17675.92,Off_Peak
07281937401,2024-03-01,4,04:45,17861.26,Off_Peak
07281937401,2024-03-01,4,05:00,18226.99,Off_Peak
07281937401,2024-03-01,4,05:15,18025.14,Off_Peak
07281937401,2024-03-01,4,05:30,17892.69,Off_Peak
07281937401,2024-03-01,4,05:45,18551.97,Off_Peak
07281937401,2024-03-01,4,06:00,22866.65,Half_Peak
07281937401,2024-03-01,4,06:15,23116.23,Half_Peak
07281937401,2024-03-01,4,06:30,23937.85,Half_Peak
07281937401,2024-03-01,4,06:45,24103.52,Half_Peak
07281937401,2024-03-01,4,07:00,23692.21,Half_Peak
07281937401,2024-03-01,4,07:15,24305.22,Half_Peak
07281937401,2024-03-01,4,07:30,24190.2,Half_Peak
07281937401,2024-03-01,4,07:45,23879.23,Half_Peak
07281937401,2024-03-01,4,08:00,23380.67,Half_Peak
07281937401,2024-03-01,4,08:15,22823.07,Half_Peak
07281937401,2024-03-01,4,08:30,23107.33,Half_Peak
07281937401,2024-03-01,4,08:45,22599.04,Half_Peak
07281937401,2024-03-01,4,09:00,21876.58,Half_Peak
07281937401,2024-03-01,4,09:15,22109.62,Half_Peak
07281937401,2024-03-01,4,09:30,22601.49,Half_Peak
07281937401,2024-03-01,4,09:45,22508.6,Half_Peak
07281937401,2024-03-01,4,10:00,22457.96,Half_Peak
07281937401,2024-03-01,4,10:15,23361.64,Half_Peak
07281937401,2024-03-01,4,10:30,22368.48,Half_Peak
07281937401,2024-03-01,4,10:45,22945.01,Half_Peak
07281937401,2024-03-01,4,11:00,16952.41,Off_Peak
07281937401,2024-03-01,4,11:15,17812.48,Off_Peak
07281937401,2024-03-01,4,11:30,17320.15,Off_Peak
07281937401,2024-03-01,4,11:45,17863.38,Off_Peak
07281937401,2024-03-01,4,12:00,17238.97,Off_Peak
07281937401,2024-03-01,4,12:15,18684.1,Off_Peak
07281937401,2024-03-01,4,12:30,17972.15,Off_Peak
07281937401,2024-03-01,4,12:45,17841.79,Off_Peak
07281937401,2024-03-01,4,13:00,17555.98,Off_Peak
07281937401,2024-03-01,4,13:15,16824.43,Off_Peak
07281937401,2024-03-01,4,13:30,15906.11,Off_Peak
07281937401,2024-03-01,4,13:45,15974.77,Off_Peak
07281937401,2024-03-01,4,14:00,21338.0,Half_Peak
07281937401,2024-03-01,4,14:15,21403.32,Half_Peak
07281937401,2024-03-01,4,14:30,21876.61,Half_Peak
07281937401,2024-03-01,4,14:45,22505.8,Half_Peak
07281937401,2024-03-01,4,15:00,23112.69,Half_Peak
07281937401,2024-03-01,4,15:15,22917.43,Half_Peak
07281937401,2024-03-01,4,15:30,23589.48,Half_Peak
07281937401,2024-03-01,4,15:45,23318.81,Half_Peak
07281937401,2024-03-01,4,16:00,23063.55,Half_Peak
07281937401,2024-03-01,4,16:15,22492.46,Half_Peak
07281937401,2024-03-01,4,16:30,22089.14,Half_Peak
07281937401,2024-03-01,4,16:45,21497.27,Half_Peak
07281937401,2024-03-01,4,17:00,21964.34,Half_Peak
07281937401,2024-03-01,4,17:15,21087.02,Half_Peak
07281937401,2024-03-01,4,17:30,21093.09,Half_Peak
07281937401,2024-03-01,4,17:45,20880.52,Half_Peak
07281937401,2024-03-01,4,18:00,21331.58,Half_Peak
07281937401,2024-03-01,4,18:15,20714.64,Half_Peak
07281937401,2024-03-01,4,18:30,20791.46,Half_Peak
07281937401,2024-03-01,4,18:45,21027.13,Half_Peak
07281937401,2024-03-01,4,19:00,21069.64,Half_Peak
07281937401,2024-03-01,4,19:15,20924.43,Half_Peak
07281937401,2024-03-01,4,19:30,21638.03,Half_Peak
07281937401,2024-03-01,4,19:45,22427.12,Half_Peak
07281937401,2024-03-01,4,20:00,22064.1,Half_Peak
07281937401,2024-03-01,4,20:15,22801.92,Half_Peak
