meter_no,date,weekday,time,demand_kW,period
07281937401,2024-08-01,3,00:00,19661.69,Off_Peak
07281937401,2024-08-01,3,00:15,19564.75,Off_Peak
07281937401,2024-08-01,3,00:30,19052.7,Off_Peak
07281937401,2024-08-01,3,00:45,19723.07,Off_Peak
07281937401,2024-08-01,3,01:00,19747.61,Off_Peak
07281937401,2024-08-01,3,01:15,19709.95,Off_Peak
07281937401,2024-08-01,3,01:30,20569.8,Off_Peak
07281937401,2024-08-01,3,01:45,21072.83,Off_Peak
07281937401,2024-08-01,3,02:00,20867.6,Off_Peak
07281937401,2024-08-01,3,02:15,20297.85,Off_Peak
07281937401,2024-08-01,3,02:30,20274.26,Off_Peak
07281937401,2024-08-01,3,02:45,19200.66,Off_Peak
07281937401,2024-08-01,3,03:00,19827.13,Off_Peak
07281937401,2024-08-01,3,03:15,19089.77,Off_Peak
07281937401,2024-08-01,3,03:30,19553.71,Off_Peak
07281937401,2024-08-01,3,03:45,20451.82,Off_Peak
07281937401,2024-08-01,3,04:00,20635.74,Off_Peak
07281937401,2024-08-01,3,04:15,20797.4,Off_Peak
07281937401,2024-08-01,3,04:30,21721.36,Off_Peak
07281937401,2024-08-01,3,04:45,20908.55,Off_Peak
07281937401,2024-08-01,3,05:00,20987.22,Off_Peak
07281937401,2024-08-01,3,05:15,20815.23,Off_Peak
07281937401,2024-08-01,3,05:30,20213.01,Off_Peak
07281937401,2024-08-01,3,05:45,20654.53,Off_Peak
07281937401,2024-08-01,3,06:00,21303.81,Off_Peak
07281937401,2024-08-01,3,06:15,21275.11,Off_Peak
07281937401,2024-08-01,3,06:30,21619.13,Off_Peak
07281937401,2024-08-01,3,06:45,21366.29,Off_Peak
07281937401,2024-08-01,3,07:00,20701.22,Off_Peak
07281937401,2024-08-01,3,07:15,20562.96,Off_Peak
07281937401,2024-08-01,3,07:30,20176.46,Off_Peak
07281937401,2024-08-01,3,07:45,20526.48,Off_Peak
07281937401,2024-08-01,3,08:00,20023.45,Off_Peak
07281937401,2024-08-01,3,08:15,20164.69,Off_Peak
07281937401,2024-08-01,3,08:30,20055.33,Off_Peak
07281937401,2024-08-01,3,08:45,19451.95,Off_Peak
07281937401,2024-08-01,3,09:00,19779.71,Half_Peak
07281937401,2024-08-01,3,09:15,21067.68,Half_Peak
07281937401,2024-08-01,3,09:30,20288.12,Half_Peak
07281937401,2024-08-01,3,09:45,19820.97,Half_Peak
07281937401,2024-08-01,3,10:00,20938.07,Half_Peak
07281937401,2024-08-01,3,10:15,20900.62,Half_Peak
07281937401,2024-08-01,3,10:30,20104.8,Half_Peak
07281937401,2024-08-01,3,10:45,20172.91,Half_Peak
07281937401,2024-08-01,3,11:00,20971.07,Half_Peak
07281937401,2024-08-01,3,11:15,19613.07,Half_Peak
07281937401,2024-08-01,3,11:30,20267.34,Half_Peak
07281937401,2024-08-01,3,11:45,21173.1,Half_Peak
07281937401,2024-08-01,3,12:00,22480.95,Half_Peak
07281937401,2024-08-01,3,12:15,21938.56,Half_Peak
