meter_no,date,weekday,time,demand_kW,period
07281937401,2024-09-01,6,00:00,19575.09,Off_Peak
07281937401,2024-09-01,6,00:15,20401.07,Off_Peak
07281937401,2024-09-01,6,00:30,20767.29,Off_Peak
07281937401,2024-09-01,6,00:45,20929.78,Off_Peak
07281937401,2024-09-01,6,01:00,20751.34,Off_Peak
07281937401,2024-09-01,6,01:15,20827.01,Off_Peak
07281937401,2024-09-01,6,01:30,20451.78,Off_Peak
07281937401,2024-09-01,6,01:45,20218.39,Off_Peak
07281937401,2024-09-01,6,02:00,20000.67,Off_Peak
07281937401,2024-09-01,6,02:15,20095.59,Off_Peak
07281937401,2024-09-01,6,02:30,19105.85,Off_Peak
07281937401,2024-09-01,6,02:45,19136.56,Off_Peak
07281937401,2024-09-01,6,03:00,18498.0,Off_Peak
07281937401,2024-09-01,6,03:15,18472.22,Off_Peak
07281937401,2024-09-01,6,03:30,18465.4,Off_Peak
07281937401,2024-09-01,6,03:45,19560.53,Off_Peak
07281937401,2024-09-01,6,04:00,18998.09,Off_Peak
07281937401,2024-09-01,6,04:15,19906.5,Off_Peak
07281937401,2024-09-01,6,04:30,20140.42,Off_Peak
07281937401,2024-09-01,6,04:45,20935.64,Off_Peak
07281937401,2024-09-01,6,05:00,20506.73,Off_Peak
07281937401,2024-09-01,6,05:15,20956.23,Off_Peak
07281937401,2024-09-01,6,05:30,20003.04,Off_Peak
07281937401,2024-09-01,6,05:45,20370.25,Off_Peak
07281937401,2024-09-01,6,06:00,20628.24,Off_Peak
07281937401,2024-09-01,6,06:15,21190.76,Off_Peak
07281937401,2024-09-01,6,06:30,20966.11,Off_Peak
07281937401,2024-09-01,6,06:45,21655.17,Off_Peak
07281937401,2024-09-01,6,07:00,21517.15,Off_Peak
07281937401,2024-09-01,6,07:15,21410.41,Off_Peak
07281937401,2024-09-01,6,07:30,20985.9,Off_Peak
07281937401,2024-09-01,6,07:45,21682.94,Off_Peak
07281937401,2024-09-01,6,08:00,21918.2,Off_Peak
07281937401,2024-09-01,6,08:15,21193.02,Off_Peak
07281937401,2024-09-01,6,08:30,21501.24,Off_Peak
07281937401,2024-09-01,6,08:45,21900.15,Off_Peak
07281937401,2024-09-01,6,09:00,21106.14,Off_Peak
07281937401,2024-09-01,6,09:15,20056.81,Off_Peak
07281937401,2024-09-01,6,09:30,20056.72,Off_Peak
07281937401,2024-09-01,6,09:45,18877.43,Off_Peak
07281937401,2024-09-01,6,10:00,18590.26,Off_Peak
07281937401,2024-09-01,6,10:15,19485.98,Off_Peak
07281937401,2024-09-01,6,10:30,20111.75,Off_Peak
07281937401,2024-09-01,6,10:45,19932.55,Off_Peak
07281937401,2024-09-01,6,11:00,21042.2,Off_Peak
07281937401,2024-09-01,6,11:15,21344.37,Off_Peak
07281937401,2024-09-01,6,11:30,20988.5,Off_Peak
07281937401,2024-09-01,6,11:45,20691.09,Off_Peak
07281937401,2024-09-01,6,12:00,20716.93,Off_Peak
07281937401,2024-09-01,6,12:15,20074.86,Off_Peak
07281937401,2024-09-01,6,12:30,19533.03,Off_Peak
07281937401,2024-09-01,6,12:45,19519.78,Off_Peak
07281937401,2024-09-01,6,13:00,19992.45,Off_Peak
07281937401,2024-09-01,6,13:15,20584.42,Off_Peak
07281937401,2024-09-01,6,13:30,20650.06,Off_Peak
07281937401,2024-09-01,6,13:45,21329.34,Off_Peak
07281937401,2024-09-01,6,14:00,20492.19,Off_Peak
07281937401,2024-09-01,6,14:15,21028.44,Off_Peak
07281937401,2024-09-01,6,14:30,20568.74,Off_Peak
07281937401,2024-09-01,6,14:45,20784.24,Off_Peak
07281937401,2024-09-01,6,15:00,20724.35,Off_Peak
07281937401,2024-09-01,6,15:15,20867.62,Off_Peak
07281937401,2024-09-01,6,15:30,20827.08,Off_Peak
07281937401,2024-09-01,6,15:45,21528.27,Off_Peak
07281937401,2024-09-01,6,16:00,20757.77,Off_Peak
07281937401,2024-09-01,6,16:15,19632.19,Off_Peak
07281937401,2024-09-01,6,16:30,19933.68,Off_Peak
07281937401,2024-09-01,6,16:45,19460.58,Off_Peak
