meter_no,date,weekday,time,demand_kW,period
07281937401,2024-06-01,5,00:00,21937.29,Off_Peak
07281937401,2024-06-01,5,00:15,20874.69,Off_Peak
07281937401,2024-06-01,5,00:30,21356.79,Off_Peak
07281937401,2024-06-01,5,00:45,21288.37,Off_Peak
07281937401,2024-06-01,5,01:00,20975.21,Off_Peak
07281937401,2024-06-01,5,01:15,21732.21,Off_Peak
07281937401,2024-06-01,5,01:30,22756.89,Off_Peak
07281937401,2024-06-01,5,01:45,22185.53,Off_Peak
07281937401,2024-06-01,5,02:00,21917.41,Off_Peak
07281937401,2024-06-01,5,02:15,21431.33,Off_Peak
07281937401,2024-06-01,5,02:30,21116.98,Off_Peak
07281937401,2024-06-01,5,02:45,20624.39,Off_Peak
07281937401,2024-06-01,5,03:00,21219.28,Off_Peak
07281937401,2024-06-01,5,03:15,21710.11,Off_Peak
07281937401,2024-06-01,5,03:30,21728.83,Off_Peak
07281937401,2024-06-01,5,03:45,21472.48,Off_Peak
07281937401,2024-06-01,5,04:00,21015.03,Off_Peak
07281937401,2024-06-01,5,04:15,21195.71,Off_Peak
07281937401,2024-06-01,5,04:30,20906.8,Off_Peak
07281937401,2024-06-01,5,04:45,21794.09,Off_Peak
07281937401,2024-06-01,5,05:00,21408.92,Off_Peak
07281937401,2024-06-01,5,05:15,21751.98,Off_Peak
07281937401,2024-06-01,5,05:30,20845.74,Off_Peak
07281937401,2024-06-01,5,05:45,21415.09,Off_Peak
07281937401,2024-06-01,5,06:00,20368.56,Off_Peak
07281937401,2024-06-01,5,06:15,20872.8,Off_Peak
07281937401,2024-06-01,5,06:30,21770.88,Off_Peak
07281937401,2024-06-01,5,06:45,21988.68,Off_Peak
07281937401,2024-06-01,5,07:00,20919.08,Off_Peak
07281937401,2024-06-01,5,07:15,20646.7,Off_Peak
07281937401,2024-06-01,5,07:30,21434.04,Off_Peak
07281937401,2024-06-01,5,07:45,20942.52,Off_Peak
07281937401,2024-06-01,5,08:00,21083.46,Off_Peak
07281937401,2024-06-01,5,08:15,21032.83,Off_Peak
07281937401,2024-06-01,5,08:30,22309.15,Off_Peak
07281937401,2024-06-01,5,08:45,22182.2,Off_Peak
07281937401,2024-06-01,5,09:00,20198.15,Saturday_Half_Peak
07281937401,2024-06-01,5,09:15,20680.43,Saturday_Half_Peak
07281937401,2024-06-01,5,09:30,21415.78,Saturday_Half_Peak
07281937401,2024-06-01,5,09:45,20625.34,Saturday_Half_Peak
07281937401,2024-06-01,5,10:00,19485.12,Saturday_Half_Peak
07281937401,2024-06-01,5,10:15,19560.07,Saturday_Half_Peak
07281937401,2024-06-01,5,10:30,19273.0,Saturday_Half_Peak
07281937401,2024-06-01,5,10:45,19169.17,Saturday_Half_Peak
07281937401,2024-06-01,5,11:00,19524.4,Saturday_Half_Peak
07281937401,2024-06-01,5,11:15,20690.08,Saturday_Half_Peak
07281937401,2024-06-01,5,11:30,21111.61,Saturday_Half_Peak
07281937401,2024-06-01,5,11:45,20746.36,Saturday_Half_Peak
07281937401,2024-06-01,5,12:00,20604.83,Saturday_Half_Peak
07281937401,2024-06-01,5,12:15,19942.2,Saturday_Half_Peak
07281937401,2024-06-01,5,12:30,19490.83,Saturday_Half_Peak
07281937401,2024-06-01,5,12:45,19876.77,Saturday_Half_Peak
07281937401,2024-06-01,5,13:00,19953.83,Saturday_Half_Peak
07281937401,2024-06-01,5,13:15,20337.01,Saturday_Half_Peak
07281937401,2024-06-01,5,13:30,21075.21,Saturday_Half_Peak
07281937401,2024-06-01,5,13:45,20556.87,Saturday_Half_Peak
07281937401,2024-06-01,5,14:00,19718.54,Saturday_Half_Peak
07281937401,2024-06-01,5,14:15,19323.47,Saturday_Half_Peak
07281937401,2024-06-01,5,14:30,19081.96,Saturday_Half_Peak
07281937401,2024-06-01,5,14:45,18263.4,Saturday_Half_Peak
07281937401,2024-06-01,5,15:00,18100.18,Saturday_Half_Peak
07281937401,2024-06-01,5,15:15,18392.94,Saturday_Half_Peak
07281937401,2024-06-01,5,15:30,19201.52,Saturday_Half_Peak
07281937401,2024-06-01,5,15:45,18634.56,Saturday_Half_Peak
07281937401,2024-06-01,5,16:00,18976.12,Saturday_Half_Peak
07281937401,2024-06-01,5,16:15,19645.79,Saturday_Half_Peak
07281937401,2024-06-01,5,16:30,19222.12,Saturday_Half_Peak
07281937401,2024-06-01,5,16:45,18485.48,Saturday_Half_Peak
07281937401,2024-06-01,5,17:00,19040.3,Saturday_Half_Peak
07281937401,2024-06-01,5,17:15,19570.85,Saturday_Half_Peak
07281937401,2024-06-01,5,17:30,19662.68,Saturday_Half_Peak
07281937401,2024-06-01,5,17:45,19717.83,Saturday_Half_Peak
07281937401,2024-06-01,5,18:00,19904.52,Saturday_Half_Peak
07281937401,2024-06-01,5,18:15,20135.26,Saturday_Half_Peak
07281937401,2024-06-01,5,18:30,19769.86,Saturday_Half_Peak
07281937401,2024-06-01,5,18:45,19283.67,Saturday_Half_Peak
07281937401,2024-06-01,5,19:00,19824.61,Saturday_Half_Peak
07281937401,2024-06-01,5,19:15,19898.23,Saturday_Half_Peak
07281937401,2024-06-01,5,19:30,19300.98,Saturday_Half_Peak
07281937401,2024-06-01,5,19:45,19636.11,Saturday_Half_Peak
07281937401,2024-06-01,5,20:00,20028.4,Saturday_Half_Peak
07281937401,2024-06-01,5,20:15,19992.68,Saturday_Half_Peak
07281937401,2024-06-01,5,20:30,19689.26,Saturday_Half_Peak
07281937401,2024-06-01,5,20:45,20040.7,Saturday_Half_Peak
07281937401,2024-06-01,5,21:00,19165.93,Saturday_Half_Peak
07281937401,2024-06-01,5,21:15,18848.75,Saturday_Half_Peak
07281937401,2024-06-01,5,21:30,18111.07,Saturday_Half_Peak
07281937401,2024-06-01,5,21:45,18539.55,Saturday_Half_Peak
07281937401,2024-06-01,5,22:00,18087.51,Saturday_Half_Peak
07281937401,2024-06-01,5,22:15,19250.25,Saturday_Half_Peak
07281937401,2024-06-01,5,22:30,19305.84,Saturday_Half_Peak
07281937401,2024-06-01,5,22:45,19220.85,Saturday_Half_Peak
07281937401,2024-06-01,5,23:00,19919.14,Saturday_Half_Peak
07281937401,2024-06-01,5,23:15,20931.28,Saturday_Half_Peak
07281937401,2024-06-01,5,23:30,20546.71,Saturday_Half_Peak
07281937401,2024-06-01,5,23:45,21361.58,Saturday_Half_Peak
07281937401,2024-06-02,6,00:00,23047.49,Off_Peak
07281937401,2024-06-02,6,00:15,22643.56,Off_Peak
07281937401,2024-06-02,6,00:30,21721.3,Off_Peak
07281937401,2024-06-02,6,00:45,21722.29,Off_Peak
07281937401,2024-06-02,6,01:00,20377.25,Off_Peak
07281937401,2024-06-02,6,01:15,21154.55,Off_Peak
07281937401,2024-06-02,6,01:30,20109.59,Off_Peak
07281937401,2024-06-02,6,01:45,20788.9,Off_Peak
07281937401,2024-06-02,6,02:00,20635.88,Off_Peak
07281937401,2024-06-02,6,02:15,21606.74,Off_Peak
07281937401,2024-06-02,6,02:30,21778.75,Off_Peak
07281937401,2024-06-02,6,02:45,22781.93,Off_Peak
07281937401,2024-06-02,6,03:00,22291.43,Off_Peak
07281937401,2024-06-02,6,03:15,22895.86,Off_Peak
