meter_no,date,weekday,time,demand_kW,period
07281937401,2024-10-01,1,00:00,21630.25,Off_Peak
07281937401,2024-10-01,1,00:15,21284.63,Off_Peak
07281937401,2024-10-01,1,00:30,20391.21,Off_Peak
07281937401,2024-10-01,1,00:45,20113.64,Off_Peak
07281937401,2024-10-01,1,01:00,19448.52,Off_Peak
07281937401,2024-10-01,1,01:15,18993.82,Off_Peak
07281937401,2024-10-01,1,01:30,19598.32,Off_Peak
07281937401,2024-10-01,1,01:45,20968.44,Off_Peak
07281937401,2024-10-01,1,02:00,21047.15,Off_Peak
07281937401,2024-10-01,1,02:15,21617.34,Off_Peak
07281937401,2024-10-01,1,02:30,21901.91,Off_Peak
07281937401,2024-10-01,1,02:45,20658.67,Off_Peak
07281937401,2024-10-01,1,03:00,20356.55,Off_Peak
07281937401,2024-10-01,1,03:15,20304.25,Off_Peak
07281937401,2024-10-01,1,03:30,19836.76,Off_Peak
07281937401,2024-10-01,1,03:45,20543.11,Off_Peak
07281937401,2024-10-01,1,04:00,21662.76,Off_Peak
07281937401,2024-10-01,1,04:15,20805.36,Off_Peak
07281937401,2024-10-01,1,04:30,20732.18,Off_Peak
07281937401,2024-10-01,1,04:45,21015.35,Off_Peak
07281937401,2024-10-01,1,05:00,21101.22,Off_Peak
07281937401,2024-10-01,1,05:15,20300.72,Off_Peak
07281937401,2024-10-01,1,05:30,21444.02,Off_Peak
07281937401,2024-10-01,1,05:45,21008.97,Off_Peak
07281937401,2024-10-01,1,06:00,20640.03,Off_Peak
07281937401,2024-10-01,1,06:15,19407.53,Off_Peak
07281937401,2024-10-01,1,06:30,19614.13,Off_Peak
07281937401,2024-10-01,1,06:45,19662.72,Off_Peak
07281937401,2024-10-01,1,07:00,19692.06,Off_Peak
07281937401,2024-10-01,1,07:15,19641.21,Off_Peak
07281937401,2024-10-01,1,07:30,19980.9,Off_Peak
07281937401,2024-10-01,1,07:45,19918.04,Off_Peak
07281937401,2024-10-01,1,08:00,19109.11,Off_Peak
07281937401,2024-10-01,1,08:15,19941.3,Off_Peak
07281937401,2024-10-01,1,08:30,19491.52,Off_Peak
07281937401,2024-10-01,1,08:45,19641.02,Off_Peak
07281937401,2024-10-01,1,09:00,19517.63,Half_Peak
07281937401,2024-10-01,1,09:15,19938.32,Half_Peak
07281937401,2024-10-01,1,09:30,19880.55,Half_Peak
07281937401,2024-10-01,1,09:45,20185.81,Half_Peak
07281937401,2024-10-01,1,10:00,21011.78,Half_Peak
07281937401,2024-10-01,1,10:15,20639.25,Half_Peak
07281937401,2024-10-01,1,10:30,20623.05,Half_Peak
07281937401,2024-10-01,1,10:45,20384.01,Half_Peak
07281937401,2024-10-01,1,11:00,20492.23,Half_Peak
07281937401,2024-10-01,1,11:15,19500.4,Half_Peak
07281937401,2024-10-01,1,11:30,19797.74,Half_Peak
07281937401,2024-10-01,1,11:45,19191.18,Half_Peak
07281937401,2024-10-01,1,12:00,19555.92,Half_Peak
07281937401,2024-10-01,1,12:15,19736.43,Half_Peak
07281937401,2024-10-01,1,12:30,20013.46,Half_Peak
07281937401,2024-10-01,1,12:45,19246.33,Half_Peak
07281937401,2024-10-01,1,13:00,19298.53,Half_Peak
07281937401,2024-10-01,1,13:15,19405.75,Half_Peak
07281937401,2024-10-01,1,13:30,19655.12,Half_Peak
07281937401,2024-10-01,1,13:45,20273.01,Half_Peak
07281937401,2024-10-01,1,14:00,20994.89,Half_Peak
07281937401,2024-10-01,1,14:15,21287.95,Half_Peak
07281937401,2024-10-01,1,14:30,21237.13,Half_Peak
07281937401,2024-10-01,1,14:45,20353.66,Half_Peak
07281937401,2024-10-01,1,15:00,20139.14,Half_Peak
07281937401,2024-10-01,1,15:15,19023.67,Half_Peak
07281937401,2024-10-01,1,15:30,19653.79,Half_Peak
07281937401,2024-10-01,1,15:45,18667.12,Half_Peak
07281937401,2024-10-01,1,16:00,14662.22,Peak
07281937401,2024-10-01,1,16:15,14758.03,Peak
07281937401,2024-10-01,1,16:30,15350.48,Peak
07281937401,2024-10-01,1,16:45,14941.95,Peak
07281937401,2024-10-01,1,17:00,14845.83,Peak
07281937401,2024-10-01,1,17:15,14259.51,Peak
07281937401,2024-10-01,1,17:30,14224.41,Peak
07281937401,2024-10-01,1,17:45,14242.37,Peak
